MW365527.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KU372098.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372097.1,'Archaea', ' Candidatus Diapherotrites', ' environmental samples', 'uncultured Diapherotrites archaeon'
KU372096.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372095.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372094.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372093.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372092.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372091.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372090.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372089.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372088.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372087.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372086.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372085.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372084.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372083.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372082.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372081.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372080.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372079.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372078.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372077.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372076.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372075.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372074.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372073.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372072.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372071.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372070.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372069.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372068.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372067.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372066.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372065.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372064.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372063.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372062.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372061.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372060.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372059.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372058.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372057.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372056.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372055.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372054.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372053.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372052.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372051.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372050.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372049.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372048.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372047.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372046.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372045.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372044.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372043.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372042.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372041.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372040.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372039.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372038.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372037.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372036.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372035.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372034.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372033.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372032.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372031.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372030.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372029.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372028.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372027.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372026.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372025.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372024.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372023.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372022.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372021.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU372020.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372019.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372018.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372017.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372016.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372015.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372014.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372013.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372012.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372011.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372010.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372009.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372008.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372007.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372006.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372005.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372004.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372003.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372002.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372001.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU372000.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371999.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371998.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371997.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371996.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371995.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371994.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371993.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371992.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371991.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371990.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371989.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371988.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371987.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371986.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371985.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371984.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371983.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371982.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371981.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371980.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371979.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371978.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371977.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371976.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371975.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371974.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371973.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371972.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371971.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371970.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371969.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371968.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371967.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371966.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371965.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371964.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371963.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371962.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371961.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371960.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371959.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371958.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371957.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371956.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371955.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371954.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371953.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371952.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371951.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371950.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371949.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371948.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371947.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371946.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371945.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371944.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371943.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371942.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371941.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371940.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371939.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371938.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371937.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371936.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371935.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371934.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371933.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371932.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371931.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371930.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371929.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371928.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371927.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371926.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371925.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371924.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371923.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371922.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371921.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371920.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371919.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371918.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371917.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371916.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371915.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371914.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371913.1,'Archaea', ' Euryarchaeota', ' environmental samples', 'uncultured euryarchaeote'
KU371912.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371911.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371910.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371909.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371908.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371907.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371906.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371905.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371904.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371903.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371902.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371901.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371900.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371899.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371898.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371897.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371896.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371895.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371894.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371893.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371892.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371891.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371890.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371889.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371888.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371887.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371886.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371885.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371884.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371883.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371882.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371881.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371880.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371879.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371878.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371877.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371876.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371875.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371874.1,'Archaea', ' Crenarchaeota', ' environmental samples', 'uncultured crenarchaeote'
KU371873.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371872.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371871.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371870.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371869.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371868.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371867.1,'Archaea', ' Crenarchaeota', ' environmental samples', 'uncultured crenarchaeote'
KU371866.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371865.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371864.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371863.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371862.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371861.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371860.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371859.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371858.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
KU371857.1,'Archaea', ' Thaumarchaeota', ' environmental samples', 'uncultured thaumarchaeote'
MW386704.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MT937189.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
NZ_OVTA01000093.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MT013372.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MK519184.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MK969151.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
LC481510.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481509.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481508.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481507.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481506.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481505.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481504.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481503.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481502.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481501.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481500.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
